node,transistor,corner,voltage_offset_V,vdd_V,temperature_C,rows,cols,wd,toggle_rate,n_toggle_cols,pex,wr_same_energy_pJ,wr_toggle_energy_pJ,rd_1to1_energy_pJ,rd_1to0_energy_pJ,wr1_init_energy_pJ,wr0_fill_energy_pJ,leak_power_mW,rd_delay_ns,rd_bl_dev_ns,rd_sense_ns,wr_delay_ns,wr_bl_ns,wr_cell_ns,width_um,height_um,total_area_um2,flow_run_id,decoder_area_um2,macro_area_um2
16nm,hp,TT,0.1,0.95,25,128,64,16,1.0,64,1,2.439,3.851,2.424,2.982,2.44,2.816,0.00843,0.3693,0.05982,-2.631,0.2174,0.2019,0.01542,31.617,94.061,2973.9266,array_X16_128x64_tr1_v0.95_t25_20260718_072847,1183.445,4157.3716
16nm,hp,TT,0.1,0.95,85,128,64,16,1.0,64,1,3.467,4.931,3.486,4.165,3.47,3.886,0.1137,0.3529,0.05695,-2.647,0.2215,0.2072,0.01422,31.617,94.061,2973.9266,array_X16_128x64_tr1_v0.95_t85_20260718_074944,1183.445,4157.3716
16nm,hp,TT,-0.1,0.75,25,256,4,32,1.0,4,1,0.1853,0.2692,0.1819,0.201,0.192,0.1967,0.000643,0.8156,0.1373,-2.184,0.2458,0.2279,0.01786,1.977,186.221,368.1589,array_X32_256x4_tr1_v0.75_t25_20260718_070350,4534.9632,4903.1221
16nm,hp,TT,-0.1,0.75,85,256,4,32,1.0,4,1,0.2788,0.3387,0.2725,0.2743,0.2856,0.2655,0.009002,0.7355,0.1043,-2.264,0.2445,0.2278,0.01669,1.977,186.221,368.1589,array_X32_256x4_tr1_v0.75_t85_20260718_071358,4534.9632,4903.1221
16nm,hp,TT,0,0.85,25,256,4,32,1.0,4,1,0.2381,0.3509,0.2346,0.2684,0.2471,0.2573,0.000827,0.7295,0.1236,-2.27,0.2304,0.2141,0.01631,1.977,186.221,368.1589,array_X32_256x4_tr1_v0.85_t25_20260718_034713,4534.9632,4903.1221
16nm,hp,TT,0,0.85,85,256,4,32,1.0,4,1,0.3547,0.4389,0.3484,0.3632,0.3637,0.3442,0.01125,0.6705,0.09604,-2.329,0.233,0.2179,0.01516,1.977,186.221,368.1589,array_X32_256x4_tr1_v0.85_t85_20260718_071014,4534.9632,4903.1221
16nm,hp,TT,0.1,0.95,25,256,4,32,1.0,4,1,0.2979,0.4454,0.2947,0.3493,0.309,0.3274,0.00105,0.6722,0.1141,-2.328,0.2214,0.2063,0.01515,1.977,186.221,368.1589,array_X32_256x4_tr1_v0.95_t25_20260718_070658,4534.9632,4903.1221
16nm,hp,TT,0.1,0.95,85,256,4,32,1.0,4,1,0.4439,0.5578,0.4399,0.4734,0.455,0.4385,0.01415,0.6263,0.08999,-2.374,0.2253,0.2113,0.014,1.977,186.221,368.1589,array_X32_256x4_tr1_v0.95_t85_20260718_071821,4534.9632,4903.1221
16nm,hp,TT,0,0.85,25,256,8,32,1.0,8,1,0.4775,0.704,0.4705,0.5385,0.4955,0.5162,0.001655,0.7296,0.1236,-2.27,0.2305,0.2142,0.01632,3.953,186.221,736.1316,array_X32_256x8_tr1_v0.85_t25_20260718_035538,4534.9632,5271.0948
16nm,hp,TT,0,0.85,25,256,16,32,1.0,16,1,0.9563,1.41,0.9415,1.079,0.9921,1.034,0.003305,0.7285,0.1235,-2.271,0.2314,0.2151,0.01631,7.905,186.221,1472.077,array_X32_256x16_tr1_v0.85_t25_20260718_040444,4555.1186,6027.1956
16nm,hp,TT,0,0.85,25,256,32,32,0.5,16,1,1.903,2.366,1.873,2.17,1.904,2.457,0.00661,0.7305,0.1255,-2.27,0.2305,0.2142,0.01627,15.809,186.221,2943.9678,array_X32_256x32_tr0.5_v0.85_t25_20260718_065038,4534.9632,7478.931
16nm,hp,TT,-0.1,0.75,25,256,32,32,1.0,32,1,1.48,2.172,1.454,1.625,1.481,1.591,0.00515,0.8167,0.1395,-2.183,0.2468,0.229,0.01782,15.809,186.221,2943.9678,array_X32_256x32_tr1_v0.75_t25_20260718_052847,4534.9632,7478.931
16nm,hp,TT,-0.1,0.75,55,256,32,32,1.0,32,1,1.636,2.339,1.605,1.808,1.636,1.757,0.02123,0.7878,0.1355,-2.212,0.2474,0.2302,0.01725,15.809,186.221,2943.9678,array_X32_256x32_tr1_v0.75_t55_20260718_090916,4534.9632,7478.931
16nm,hp,TT,-0.1,0.75,85,256,32,32,1.0,32,1,2.128,2.833,2.085,2.312,2.129,2.247,0.07205,0.7518,0.1301,-2.248,0.2476,0.2309,0.0167,15.809,186.221,2943.9678,array_X32_256x32_tr1_v0.75_t85_20260718_060445,4534.9632,7478.931
16nm,hp,TT,-0.15,0.7,25,256,32,32,1.0,32,1,1.289,1.88,1.263,1.389,1.291,1.375,0.004517,0.8782,0.1491,-2.122,0.2575,0.2386,0.01883,15.809,186.221,2943.9678,array_X32_256x32_tr1_v0.7_t25_20260718_094413,4534.9632,7478.931
16nm,hp,TT,-0.15,0.7,85,256,32,32,1.0,32,1,1.865,2.462,1.822,1.991,1.866,1.955,0.06397,0.7981,0.138,-2.202,0.2567,0.2391,0.01762,15.809,186.221,2943.9678,array_X32_256x32_tr1_v0.7_t85_20260718_095207,4534.9632,7478.931
16nm,hp,TT,0,0.85,25,256,32,32,1.0,32,1,1.903,2.833,1.873,2.169,1.904,2.081,0.00661,0.7304,0.1254,-2.27,0.2319,0.2156,0.0163,15.809,186.221,2943.9678,array_X32_256x32_tr1_v0.85_t25_20260718_041355,4534.9632,7478.931
16nm,hp,TT,0,0.85,55,256,32,32,1.0,32,1,2.097,3.046,2.067,2.41,2.097,2.292,0.02677,0.7106,0.1226,-2.289,0.2325,0.2168,0.01567,15.809,186.221,2943.9678,array_X32_256x32_tr1_v0.85_t55_20260718_091503,4534.9632,7478.931
16nm,hp,TT,0,0.85,85,256,32,32,1.0,32,1,2.712,3.665,2.671,3.052,2.712,2.907,0.09007,0.6843,0.1185,-2.316,0.2351,0.22,0.01513,15.809,186.221,2943.9678,array_X32_256x32_tr1_v0.85_t85_20260718_062111,4534.9632,7478.931
16nm,hp,TT,-0.05,0.8,25,256,32,32,1.0,32,1,1.685,2.49,1.656,1.885,1.685,1.826,0.005846,0.7688,0.1318,-2.231,0.2374,0.2204,0.01701,15.809,186.221,2943.9678,array_X32_256x32_tr1_v0.8_t25_20260718_053608,4534.9632,7478.931
16nm,hp,TT,-0.05,0.8,85,256,32,32,1.0,32,1,2.41,3.234,2.368,2.664,2.411,2.564,0.08074,0.7146,0.1237,-2.285,0.2408,0.2249,0.01585,15.809,186.221,2943.9678,array_X32_256x32_tr1_v0.8_t85_20260718_061126,4534.9632,7478.931
16nm,hp,TT,0.1,0.95,25,256,32,32,1.0,32,1,2.379,3.594,2.354,2.824,2.381,2.649,0.0084,0.6731,0.1158,-2.327,0.2225,0.2074,0.01513,15.809,186.221,2943.9678,array_X32_256x32_tr1_v0.95_t25_20260718_055327,4534.9632,7478.931
16nm,hp,TT,0.1,0.95,55,256,32,32,1.0,32,1,2.621,3.864,2.605,3.139,2.622,2.916,0.03357,0.6585,0.1136,-2.342,0.2253,0.2108,0.01453,15.809,186.221,2943.9678,array_X32_256x32_tr1_v0.95_t55_20260718_092537,4534.9632,7478.931
16nm,hp,TT,0.1,0.95,85,256,32,32,1.0,32,1,3.395,4.65,3.376,3.967,3.396,3.696,0.1133,0.6386,0.1102,-2.361,0.2268,0.2128,0.014,15.809,186.221,2943.9678,array_X32_256x32_tr1_v0.95_t85_20260718_063823,4534.9632,7478.931
16nm,hp,TT,0.05,0.9,25,256,32,32,1.0,32,1,2.134,3.201,2.106,2.483,2.135,2.355,0.007449,0.699,0.1202,-2.301,0.2252,0.2095,0.01569,15.809,186.221,2943.9678,array_X32_256x32_tr1_v0.9_t25_20260718_054547,4534.9632,7478.931
16nm,hp,TT,0.05,0.9,85,256,32,32,1.0,32,1,3.033,4.129,3.002,3.479,3.033,3.277,0.1002,0.6594,0.114,-2.341,0.2315,0.217,0.01454,15.809,186.221,2943.9678,array_X32_256x32_tr1_v0.9_t85_20260718_062759,4534.9632,7478.931
16nm,hp,TT,0.15,1,25,256,32,32,1.0,32,1,2.646,4.025,2.63,3.206,2.648,2.973,0.01033,0.6512,0.112,-2.349,0.2188,0.2042,0.01462,15.809,186.221,2943.9678,array_X32_256x32_tr1_v1_t25_20260718_095941,4534.9632,7478.931
16nm,hp,TT,0.15,1,85,256,32,32,1.0,32,1,4.255,5.695,4.255,4.989,4.256,4.634,0.1764,0.621,0.1069,-2.379,0.2243,0.2108,0.01351,15.809,186.221,2943.9678,array_X32_256x32_tr1_v1_t85_20260718_100838,4534.9632,7478.931
16nm,hp,TT,0,0.85,25,512,4,64,1.0,4,1,0.4583,0.6762,0.4148,0.4735,0.4672,0.4863,0.00165,1.294,0.1736,-1.706,0.2837,0.2675,0.01619,1.977,370.541,732.5596,array_X64_512x4_tr1_v0.85_t25_20260718_042307,18388.436,19120.9956
16nm,hp,TT,0,0.85,25,512,8,64,1.0,8,1,0.9188,1.356,0.831,0.9485,0.9366,0.9751,0.003298,1.294,0.1734,-1.706,0.2849,0.2688,0.01616,3.953,370.541,1464.7486,array_X64_512x8_tr1_v0.85_t25_20260718_043151,19430.0467,20894.7953
16nm,hp,TT,-0.1,0.75,25,512,16,64,1.0,16,1,1.41,2.095,1.241,1.383,1.411,1.492,0.005141,1.426,0.1733,-1.574,0.2968,0.2791,0.01769,7.905,370.541,2929.1266,array_X64_512x16_tr1_v0.75_t25_20260718_075627,20191.2238,23120.3504
16nm,hp,TT,-0.1,0.75,85,512,16,64,1.0,16,1,2.05,2.738,1.87,2.065,2.048,2.137,0.07187,1.293,0.1639,-1.707,0.2999,0.2833,0.01658,7.905,370.541,2929.1266,array_X64_512x16_tr1_v0.75_t85_20260718_083040,20191.2238,23120.3504
16nm,hp,TT,0,0.85,25,512,16,64,1.0,16,1,1.827,2.727,1.653,1.909,1.828,1.966,0.006598,1.298,0.1787,-1.702,0.2846,0.2684,0.01619,7.905,370.541,2929.1266,array_X64_512x16_tr1_v0.85_t25_20260718_044627,20191.2238,23120.3504
16nm,hp,TT,0,0.85,85,512,16,64,1.0,16,1,2.621,3.539,2.429,2.768,2.62,2.773,0.08984,1.195,0.1653,-1.805,0.2911,0.2761,0.01504,7.905,370.541,2929.1266,array_X64_512x16_tr1_v0.85_t85_20260718_081923,20191.2238,23120.3504
16nm,hp,TT,0.1,0.95,25,512,16,64,1.0,16,1,2.295,3.458,2.113,2.532,2.296,2.51,0.008385,1.207,0.176,-1.793,0.2785,0.2634,0.01503,7.905,370.541,2929.1266,array_X64_512x16_tr1_v0.95_t25_20260718_080738,20191.2238,23120.3504
16nm,hp,TT,0.1,0.95,85,512,16,64,1.0,16,1,3.29,4.489,3.096,3.634,3.288,3.531,0.113,1.125,0.1623,-1.875,0.2844,0.2705,0.01391,7.905,370.541,2929.1266,array_X64_512x16_tr1_v0.95_t85_20260718_084211,20191.2238,23120.3504
20nm,hp,TT,-0.1,0.8,25,8,4,4,1.0,4,1,0.01247,0.03957,0.01257,0.02117,0.02325,0.02111,3.039e-05,0.1194,0.01236,-2.881,0.2182,0.1846,0.03353,2.64,11.0,29.04,array_X4_8x4_tr1_v0.8_t25_20260718_064736,20.6976,49.7376
20nm,hp,TT,-0.1,0.8,85,8,4,4,1.0,4,1,0.01702,0.04401,0.01709,0.02554,0.02953,0.02531,0.0003927,0.1143,0.01096,-2.886,0.2216,0.1911,0.03044,2.64,11.0,29.04,array_X4_8x4_tr1_v0.8_t85_20260718_064812,20.6976,49.7376
20nm,hp,TT,0,0.9,25,8,4,4,1.0,4,1,0.01585,0.05126,0.01605,0.02777,0.0301,0.0276,3.741e-05,0.1089,0.01124,-2.891,0.2063,0.1763,0.03001,2.64,11.0,29.04,array_X4_8x4_tr1_v0.9_t25_20260718_022258,20.6976,49.7376
20nm,hp,TT,0,0.9,85,8,4,4,1.0,4,1,0.02162,0.0569,0.02182,0.03357,0.03769,0.03301,0.0004851,0.1057,0.01005,-2.894,0.2111,0.1841,0.02699,2.64,11.0,29.04,array_X4_8x4_tr1_v0.9_t85_20260718_064800,20.6976,49.7376
20nm,hp,TT,0.1,1,25,8,4,4,1.0,4,1,0.01987,0.06507,0.0203,0.03602,0.03799,0.03553,7.814e-05,0.1018,0.0104,-2.898,0.1985,0.1713,0.02723,2.64,11.0,29.04,array_X4_8x4_tr1_v1_t25_20260718_064747,20.6976,49.7376
20nm,hp,TT,0.1,1,85,8,4,4,1.0,4,1,0.04126,0.08739,0.04234,0.05948,0.06115,0.05782,0.002324,0.09927,0.008907,-2.901,0.2035,0.179,0.02442,2.64,11.0,29.04,array_X4_8x4_tr1_v1_t85_20260718_064823,20.6976,49.7376
20nm,hp,TT,0,0.9,25,8,8,4,1.0,8,1,0.03178,0.1027,0.03218,0.05562,0.06026,0.05527,7.568e-05,0.1089,0.01124,-2.891,0.2064,0.1763,0.03009,5.28,11.0,58.08,array_X4_8x8_tr1_v0.9_t25_20260718_022348,20.6976,78.7776
20nm,hp,TT,0,0.9,25,8,16,4,1.0,16,1,0.06366,0.2055,0.06445,0.1113,0.1206,0.1106,0.0001513,0.1089,0.01124,-2.891,0.2064,0.1763,0.03011,10.56,11.0,116.16,array_X4_8x16_tr1_v0.9_t25_20260718_022521,20.6976,136.8576
20nm,hp,TT,0,0.9,25,8,32,4,1.0,32,1,0.1274,0.411,0.129,0.2227,0.2414,0.2213,0.0003028,0.1089,0.01124,-2.891,0.2064,0.1763,0.03001,21.12,11.0,232.32,array_X4_8x32_tr1_v0.9_t25_20260718_022638,20.6976,253.0176
20nm,hp,TT,-0.1,0.8,25,8,64,4,1.0,64,1,0.2006,0.6346,0.2022,0.3396,0.3731,0.3386,0.0004856,0.1194,0.01236,-2.881,0.2182,0.1847,0.03351,42.24,11.0,464.64,array_X4_8x64_tr1_v0.8_t25_20260718_064836,20.6976,485.3376
20nm,hp,TT,-0.1,0.8,85,8,64,4,1.0,64,1,0.2734,0.7058,0.2745,0.4097,0.4731,0.4059,0.006286,0.1143,0.01095,-2.886,0.2215,0.1911,0.03041,42.24,11.0,464.64,array_X4_8x64_tr1_v0.8_t85_20260718_065617,20.6976,485.3376
20nm,hp,TT,0,0.9,25,8,64,4,1.0,64,1,0.2549,0.8221,0.258,0.4455,0.4831,0.4427,0.0006037,0.1089,0.01124,-2.891,0.2064,0.1763,0.03004,42.24,11.0,464.64,array_X4_8x64_tr1_v0.9_t25_20260718_022835,20.6976,485.3376
20nm,hp,TT,0,0.9,85,8,64,4,1.0,64,1,0.3471,0.9124,0.3505,0.5383,0.6041,0.5293,0.007758,0.1057,0.01006,-2.894,0.2111,0.1841,0.02699,42.24,11.0,464.64,array_X4_8x64_tr1_v0.9_t85_20260718_065342,20.6976,485.3376
20nm,hp,TT,0.1,1,25,8,64,4,1.0,64,1,0.3195,1.044,0.3265,0.5778,0.6095,0.57,0.001255,0.1018,0.01039,-2.898,0.1986,0.1713,0.02724,42.24,11.0,464.64,array_X4_8x64_tr1_v1_t25_20260718_065102,20.6976,485.3376
20nm,hp,TT,0.1,1,85,8,64,4,1.0,64,1,0.6616,1.401,0.6791,0.9533,0.9802,0.9266,0.03719,0.09927,0.008913,-2.901,0.2035,0.179,0.02442,42.24,11.0,464.64,array_X4_8x64_tr1_v1_t85_20260718_065838,20.6976,485.3376
20nm,hp,TT,0,0.9,25,16,4,4,1.0,4,1,0.02377,0.05969,0.02402,0.03692,0.03607,0.03673,6.681e-05,0.1421,0.0165,-2.858,0.2733,0.2467,0.02656,2.64,17.4,45.936,array_X4_16x4_tr1_v0.9_t25_20260718_023106,39.4944,85.4304
20nm,hp,TT,0,0.9,25,16,8,4,0.5,4,1,0.04769,0.08356,0.04818,0.07397,0.07229,0.09652,0.0001335,0.1422,0.01651,-2.858,0.2732,0.2466,0.02661,5.28,17.4,91.872,array_X4_16x8_tr0.5_v0.9_t25_20260718_064159,39.4944,131.3664
20nm,hp,TT,-0.15,0.75,25,16,8,4,1.0,8,1,0.03311,0.07981,0.03318,0.04857,0.04862,0.0486,9.488e-05,0.1652,0.01922,-2.835,0.2976,0.2664,0.0312,5.28,17.4,91.872,array_X4_16x8_tr1_v0.75_t25_20260718_082419,39.4944,131.3664
20nm,hp,TT,-0.15,0.75,85,16,8,4,1.0,8,1,0.04663,0.09245,0.04706,0.06086,0.06625,0.06066,0.001248,0.156,0.01647,-2.844,0.3024,0.2737,0.02865,5.28,17.4,91.872,array_X4_16x8_tr1_v0.75_t85_20260718_082450,39.4944,131.3664
20nm,hp,TT,-0.05,0.85,25,16,8,4,1.0,8,1,0.04251,0.1052,0.04282,0.06465,0.06385,0.06449,0.0001168,0.1483,0.01725,-2.852,0.2798,0.2518,0.02796,5.28,17.4,91.872,array_X4_16x8_tr1_v0.85_t25_20260718_045842,39.4944,131.3664
20nm,hp,TT,-0.05,0.85,85,16,8,4,1.0,8,1,0.05957,0.1213,0.0604,0.08084,0.08586,0.08003,0.001549,0.1424,0.01499,-2.858,0.2864,0.2609,0.02543,5.28,17.4,91.872,array_X4_16x8_tr1_v0.85_t85_20260718_050052,39.4944,131.3664
20nm,hp,TT,-0.1,0.8,25,16,8,4,1.0,8,1,0.03765,0.09201,0.03792,0.05627,0.05593,0.05617,0.0001084,0.1558,0.01813,-2.844,0.2878,0.2583,0.0295,5.28,17.4,91.872,array_X4_16x8_tr1_v0.8_t25_20260718_045807,39.4944,131.3664
20nm,hp,TT,-0.1,0.8,55,16,8,4,1.0,8,1,0.04132,0.09622,0.04181,0.06042,0.06148,0.06019,0.0004238,0.1524,0.01726,-2.848,0.2907,0.2625,0.02815,5.28,17.4,91.872,array_X4_16x8_tr1_v0.8_t55_20260718_075326,39.4944,131.3664
20nm,hp,TT,-0.1,0.8,85,16,8,4,1.0,8,1,0.05289,0.1062,0.05341,0.07039,0.07573,0.06993,0.001395,0.1485,0.01567,-2.852,0.2937,0.2668,0.02687,5.28,17.4,91.872,array_X4_16x8_tr1_v0.8_t85_20260718_050021,39.4944,131.3664
20nm,hp,TT,0.05,0.95,25,16,8,4,1.0,8,1,0.05328,0.135,0.05399,0.08418,0.08127,0.08347,0.0001518,0.1372,0.01587,-2.863,0.2677,0.2423,0.02538,5.28,17.4,91.872,array_X4_16x8_tr1_v0.95_t25_20260718_045914,39.4944,131.3664
20nm,hp,TT,0.05,0.95,85,16,8,4,1.0,8,1,0.07651,0.1572,0.07818,0.1074,0.1104,0.1053,0.002131,0.1333,0.01387,-2.867,0.2762,0.2532,0.02301,5.28,17.4,91.872,array_X4_16x8_tr1_v0.95_t85_20260718_050157,39.4944,131.3664
20nm,hp,TT,0,0.9,25,16,8,4,1.0,8,1,0.04769,0.1195,0.04818,0.07395,0.07229,0.07358,0.0001335,0.1422,0.0165,-2.858,0.2732,0.2466,0.02661,5.28,17.4,91.872,array_X4_16x8_tr1_v0.9_t25_20260718_023200,39.4944,131.3664
20nm,hp,TT,0,0.9,55,16,8,4,1.0,8,1,0.05234,0.1249,0.05323,0.07963,0.07912,0.0788,0.000529,0.14,0.01576,-2.86,0.2768,0.2515,0.02526,5.28,17.4,91.872,array_X4_16x8_tr1_v0.9_t55_20260718_075358,39.4944,131.3664
20nm,hp,TT,0,0.9,85,16,8,4,1.0,8,1,0.06683,0.1376,0.06797,0.09247,0.09683,0.09116,0.001724,0.1374,0.0144,-2.863,0.2807,0.2566,0.0241,5.28,17.4,91.872,array_X4_16x8_tr1_v0.9_t85_20260718_050126,39.4944,131.3664
20nm,hp,TT,0.1,1,25,16,8,4,1.0,8,1,0.06006,0.1524,0.06125,0.09636,0.09175,0.09517,0.0002721,0.133,0.0153,-2.867,0.2633,0.239,0.0243,5.28,17.4,91.872,array_X4_16x8_tr1_v1_t25_20260718_045947,39.4944,131.3664
20nm,hp,TT,0.1,1,55,16,8,4,1.0,8,1,0.07249,0.1664,0.07471,0.1113,0.107,0.1091,0.001509,0.1315,0.01456,-2.868,0.2672,0.2441,0.02309,5.28,17.4,91.872,array_X4_16x8_tr1_v1_t55_20260718_075430,39.4944,131.3664
20nm,hp,TT,0.1,1,85,16,8,4,1.0,8,1,0.134,0.2278,0.1373,0.1744,0.1719,0.1704,0.007842,0.1295,0.01312,-2.871,0.2715,0.2495,0.02203,5.28,17.4,91.872,array_X4_16x8_tr1_v1_t85_20260718_050229,39.4944,131.3664
20nm,hp,TT,0,0.9,25,16,16,4,1.0,16,1,0.09552,0.2392,0.09651,0.148,0.1447,0.1473,0.0002668,0.1422,0.01651,-2.858,0.2732,0.2466,0.02661,10.56,17.4,183.744,array_X4_16x16_tr1_v0.9_t25_20260718_023332,39.4944,223.2384
20nm,hp,TT,0,0.9,25,16,32,4,1.0,32,1,0.1912,0.4786,0.1932,0.2961,0.2896,0.2947,0.0005337,0.1421,0.0165,-2.858,0.2731,0.2466,0.02657,21.12,17.4,367.488,array_X4_16x32_tr1_v0.9_t25_20260718_023520,39.4944,406.9824
20nm,hp,TT,0,0.9,25,16,64,4,1.0,64,1,0.3825,0.9574,0.3865,0.5925,0.5793,0.5895,0.001067,0.1422,0.0165,-2.858,0.2733,0.2468,0.02656,42.24,17.4,734.976,array_X4_16x64_tr1_v0.9_t25_20260718_023829,44.1408,779.1168
20nm,hp,TT,0,0.9,25,32,4,4,1.0,4,1,0.03963,0.07746,0.03996,0.05525,0.05003,0.05498,0.0001248,0.2062,0.02707,-2.794,0.4091,0.3851,0.024,2.64,30.2,79.728,array_X4_32x4_tr1_v0.9_t25_20260718_024105,124.3968,204.1248
20nm,hp,TT,0,0.9,25,32,8,4,1.0,8,1,0.07953,0.1552,0.0802,0.1107,0.1003,0.1102,0.0002499,0.2062,0.02707,-2.794,0.4092,0.3853,0.02398,5.28,30.2,159.456,array_X4_32x8_tr1_v0.9_t25_20260718_024341,124.3968,283.8528
20nm,hp,TT,0,0.9,25,32,16,4,1.0,16,1,0.1593,0.3106,0.1607,0.2216,0.2009,0.2205,0.0004999,0.2062,0.02707,-2.794,0.4092,0.3852,0.02398,10.56,30.2,318.912,array_X4_32x16_tr1_v0.9_t25_20260718_024515,124.3968,443.3088
20nm,hp,TT,0,0.9,25,32,32,4,1.0,32,1,0.3189,0.6214,0.3216,0.4434,0.4021,0.4413,0.0009997,0.2061,0.02705,-2.794,0.4091,0.385,0.02404,21.12,30.2,637.824,array_X4_32x32_tr1_v0.9_t25_20260718_024805,124.3968,762.2208
20nm,hp,TT,0,0.9,25,32,64,4,1.0,64,1,0.6381,1.243,0.6434,0.887,0.8044,0.8827,0.001999,0.2061,0.02707,-2.794,0.4091,0.3851,0.02402,42.24,30.2,1275.648,array_X4_32x64_tr1_v0.9_t25_20260718_025115,168.5376,1444.1856
20nm,hp,TT,0,0.9,25,64,4,8,1.0,4,1,0.0734,0.125,0.07364,0.09422,0.0831,0.0901,0.0002458,0.3364,0.04943,-2.664,0.3687,0.3465,0.02217,2.64,58.36,154.0704,array_X8_64x4_tr1_v0.9_t25_20260718_025528,462.528,616.5984
20nm,hp,TT,0,0.9,25,64,8,8,1.0,8,1,0.1473,0.2505,0.1478,0.1888,0.1667,0.1806,0.0004914,0.3364,0.04943,-2.664,0.3686,0.3464,0.02216,5.28,58.36,308.1408,array_X8_64x8_tr1_v0.9_t25_20260718_025956,462.528,770.6688
20nm,hp,TT,0,0.9,25,64,16,8,0.5,8,1,0.2951,0.3978,0.2961,0.378,0.3339,0.4314,0.0009826,0.3364,0.04945,-2.664,0.3685,0.3463,0.02219,10.56,58.36,616.2816,array_X8_64x16_tr0.5_v0.9_t25_20260718_064227,462.528,1078.8096
20nm,hp,TT,-0.15,0.75,25,64,16,8,1.0,16,1,0.2048,0.3369,0.2041,0.2465,0.2309,0.2411,0.0006933,0.3894,0.05711,-2.611,0.3999,0.3744,0.02549,10.56,58.36,616.2816,array_X8_64x16_tr1_v0.75_t25_20260718_082626,462.528,1078.8096
20nm,hp,TT,-0.15,0.75,85,64,16,8,1.0,16,1,0.3006,0.4155,0.3022,0.329,0.329,0.3188,0.009225,0.3628,0.04682,-2.637,0.404,0.3804,0.02367,10.56,58.36,616.2816,array_X8_64x16_tr1_v0.75_t85_20260718_083047,462.528,1078.8096
20nm,hp,TT,-0.05,0.85,25,64,16,8,1.0,16,1,0.263,0.4421,0.2631,0.3298,0.2979,0.3181,0.0008788,0.3505,0.05154,-2.649,0.3766,0.3535,0.02316,10.56,58.36,616.2816,array_X8_64x16_tr1_v0.85_t25_20260718_050742,462.528,1078.8096
20nm,hp,TT,-0.05,0.85,85,64,16,8,1.0,16,1,0.3817,0.5417,0.3868,0.4369,0.4198,0.4163,0.01144,0.3324,0.04296,-2.668,0.3869,0.3655,0.02136,10.56,58.36,616.2816,array_X8_64x16_tr1_v0.85_t85_20260718_051959,462.528,1078.8096
20nm,hp,TT,-0.1,0.8,25,64,16,8,1.0,16,1,0.233,0.3874,0.2327,0.286,0.2632,0.278,0.0007823,0.3677,0.05404,-2.632,0.3883,0.364,0.02423,10.56,58.36,616.2816,array_X8_64x16_tr1_v0.8_t25_20260718_050303,462.528,1078.8096
20nm,hp,TT,-0.1,0.8,55,64,16,8,1.0,16,1,0.2593,0.4116,0.2605,0.3131,0.2901,0.3016,0.003132,0.3585,0.05111,-2.642,0.3908,0.3675,0.02327,10.56,58.36,616.2816,array_X8_64x16_tr1_v0.8_t55_20260718_075504,462.528,1078.8096
20nm,hp,TT,-0.1,0.8,85,64,16,8,1.0,16,1,0.3399,0.476,0.3429,0.3803,0.3728,0.3655,0.0103,0.346,0.04473,-2.654,0.3958,0.3734,0.02241,10.56,58.36,616.2816,array_X8_64x16_tr1_v0.8_t85_20260718_051702,462.528,1078.8096
20nm,hp,TT,0.05,0.95,25,64,16,8,1.0,16,1,0.329,0.5653,0.332,0.431,0.3732,0.4087,0.001122,0.3249,0.04767,-2.675,0.3619,0.3406,0.02131,10.56,58.36,616.2816,array_X8_64x16_tr1_v0.95_t25_20260718_051221,462.528,1078.8096
20nm,hp,TT,0.05,0.95,85,64,16,8,1.0,16,1,0.4893,0.7047,0.5013,0.5844,0.5392,0.547,0.01563,0.3119,0.04014,-2.688,0.3737,0.354,0.01965,10.56,58.36,616.2816,array_X8_64x16_tr1_v0.95_t85_20260718_052444,462.528,1078.8096
20nm,hp,TT,0,0.9,25,64,16,8,1.0,16,1,0.2951,0.5013,0.2961,0.378,0.3339,0.3614,0.0009826,0.3364,0.04945,-2.664,0.3684,0.3463,0.02215,10.56,58.36,616.2816,array_X8_64x16_tr1_v0.9_t25_20260718_030303,462.528,1078.8096
20nm,hp,TT,0,0.9,55,64,16,8,1.0,16,1,0.3275,0.5323,0.3318,0.4139,0.3672,0.3919,0.003879,0.3302,0.04698,-2.67,0.374,0.3528,0.02124,10.56,58.36,616.2816,array_X8_64x16_tr1_v0.9_t55_20260718_075849,462.528,1078.8096
20nm,hp,TT,0,0.9,85,64,16,8,1.0,16,1,0.4268,0.613,0.4348,0.5,0.4704,0.4719,0.01272,0.3212,0.04146,-2.679,0.3781,0.3577,0.02044,10.56,58.36,616.2816,array_X8_64x16_tr1_v0.9_t85_20260718_052127,462.528,1078.8096
20nm,hp,TT,0.1,1,25,64,16,8,1.0,16,1,0.3718,0.6408,0.3773,0.4968,0.4211,0.4667,0.001989,0.3152,0.04613,-2.685,0.3576,0.337,0.02056,10.56,58.36,616.2816,array_X8_64x16_tr1_v1_t25_20260718_051519,462.528,1078.8096
20nm,hp,TT,0.1,1,55,64,16,8,1.0,16,1,0.4622,0.7317,0.4735,0.5965,0.5116,0.5572,0.01084,0.3107,0.04391,-2.689,0.3631,0.3434,0.01969,10.56,58.36,616.2816,array_X8_64x16_tr1_v1_t55_20260718_075933,462.528,1078.8096
