rtl_name	arch_params	node	status	crit_path_ns	slack_ns	crit_in2reg_ns	crit_reg2reg_ns	crit_reg2out_ns	crit_in2out_ns	message
intmac	a_width=16;b_width=4;out_width=36;acc_width=36;pipeline_stages=5	10	ok	0.48	-0.20	0.22	0.48	0.08		
intmac	a_width=16;b_width=8;out_width=40;acc_width=40;pipeline_stages=2	10	ok	0.67	-0.39	0.47	0.67	0.08		
intmac	a_width=32;b_width=16;out_width=64;acc_width=64;pipeline_stages=5	5	ok	0.64	-0.36	0.4	0.64	0.07		
fpadd	exp_bits=4;mantissa_bits=3;pipeline_stages=2	7	ok	0.61	-0.33	0.02	0.61	0.06		
intmac	a_width=16;b_width=4;out_width=36;acc_width=36;pipeline_stages=5	20	ok	1.18	-0.92	0.43	1.18	0.27		
fpadd	exp_bits=4;mantissa_bits=3;pipeline_stages=3	7	ok	0.59	-0.30	0.02	0.59	0.05		
fpadd	exp_bits=4;mantissa_bits=3;pipeline_stages=3	5	ok	0.60	-0.32	0.02	0.6	0.05		
intmac	a_width=16;b_width=8;out_width=40;acc_width=40;pipeline_stages=5	10	ok	0.55	-0.27	0.23	0.55	0.09		
intmac	a_width=16;b_width=8;out_width=40;acc_width=40;pipeline_stages=2	20	ok	1.67	-1.41	1.16	1.67	0.23		
fpadd	exp_bits=4;mantissa_bits=3;pipeline_stages=5	5	ok	0.59	-0.31	0.02	0.59	0.05		
intmac	a_width=16;b_width=8;out_width=40;acc_width=40;pipeline_stages=5	16	ok	0.95	-0.68	0.38	0.95	0.15		
intmac	a_width=16;b_width=8;out_width=40;acc_width=40;pipeline_stages=5	20	ok	1.36	-1.10	0.55	1.36	0.26		
fpadd	exp_bits=4;mantissa_bits=3;pipeline_stages=5	7	ok	0.61	-0.32	0.02	0.61	0.05		
intmac	a_width=32;b_width=16;out_width=64;acc_width=64;pipeline_stages=2	10	ok	0.81	-0.53	0.48	0.81	0.08		
intmac	a_width=32;b_width=16;out_width=64;acc_width=64;pipeline_stages=2	20	ok	1.96	-1.70	1.17	1.96	0.23		
fpadd	exp_bits=5;mantissa_bits=2;pipeline_stages=2	7	ok	0.59	-0.31	0.02	0.59	0.26		
intmac	a_width=32;b_width=16;out_width=64;acc_width=64;pipeline_stages=2	16	ok	1.35	-1.09	0.83	1.35	0.15		
fpadd	exp_bits=4;mantissa_bits=3;pipeline_stages=2	16	ok	1.34	-1.07	0.04	1.34	0.46		
fpadd	exp_bits=5;mantissa_bits=2;pipeline_stages=2	5	ok	0.61	-0.33	0.02	0.61	0.24		
fpadd	exp_bits=4;mantissa_bits=3;pipeline_stages=2	10	ok	0.74	-0.46	0.02	0.74	0.29		
fpadd	exp_bits=5;mantissa_bits=2;pipeline_stages=3	5	ok	0.60	-0.32	0.02	0.6	0.05		
fpadd	exp_bits=5;mantissa_bits=2;pipeline_stages=3	7	ok	0.61	-0.32	0.02	0.61	0.05		
fpadd	exp_bits=5;mantissa_bits=2;pipeline_stages=5	5	ok	0.59	-0.31	0.02	0.59	0.05		
fpadd	exp_bits=5;mantissa_bits=2;pipeline_stages=5	7	ok	0.59	-0.30	0.02	0.59	0.05		
fpadd	exp_bits=4;mantissa_bits=3;pipeline_stages=3	10	ok	0.74	-0.45	0.02	0.74	0.06		
intmac	a_width=32;b_width=16;out_width=64;acc_width=64;pipeline_stages=5	16	ok	1.28	-1.02	0.83	1.28	0.15		
fpadd	exp_bits=4;mantissa_bits=3;pipeline_stages=2	20	ok	1.75	-1.49	0.05	1.75	0.66		
fpadd	exp_bits=5;mantissa_bits=10;pipeline_stages=2	5	ok	0.85	-0.57	0.02	0.85	0.24		
intmac	a_width=32;b_width=16;out_width=64;acc_width=64;pipeline_stages=5	20	ok	1.83	-1.55	1.15	1.83	0.23		
intmac	a_width=32;b_width=16;out_width=64;acc_width=64;pipeline_stages=5	10	ok	0.76	-0.47	0.47	0.76	0.34		
fpadd	exp_bits=4;mantissa_bits=3;pipeline_stages=3	16	ok	1.29	-1.02	0.04	1.29	0.12		
fpadd	exp_bits=4;mantissa_bits=3;pipeline_stages=3	20	ok	1.75	-1.49	0.05	1.75	0.17		
fpadd	exp_bits=4;mantissa_bits=3;pipeline_stages=5	20	ok	1.77	-1.50	0.05	1.77	0.17		
fpadd	exp_bits=4;mantissa_bits=3;pipeline_stages=5	10	ok	0.72	-0.44	0.02	0.72	0.06		
fpadd	exp_bits=5;mantissa_bits=10;pipeline_stages=2	7	ok	0.86	-0.58	0.02	0.86	0.26		
fpadd	exp_bits=5;mantissa_bits=2;pipeline_stages=2	10	ok	0.74	-0.46	0.02	0.74	0.29		
fpadd	exp_bits=5;mantissa_bits=2;pipeline_stages=2	16	ok	1.25	-0.98	0.04	1.25	0.46		
fpadd	exp_bits=4;mantissa_bits=3;pipeline_stages=5	16	ok	1.30	-1.04	0.04	1.3	0.12		
fpadd	exp_bits=5;mantissa_bits=10;pipeline_stages=3	5	ok	0.86	-0.57	0.02	0.86	0.05		
fpadd	exp_bits=5;mantissa_bits=10;pipeline_stages=3	7	ok	0.86	-0.58	0.02	0.86	0.05		
fpadd	exp_bits=5;mantissa_bits=2;pipeline_stages=3	10	ok	0.74	-0.46	0.02	0.74	0.06		
fpadd	exp_bits=5;mantissa_bits=10;pipeline_stages=5	5	ok	0.85	-0.57	0.02	0.85	0.05		
fpadd	exp_bits=5;mantissa_bits=10;pipeline_stages=5	7	ok	0.86	-0.57	0.02	0.86	0.05		
fpadd	exp_bits=5;mantissa_bits=2;pipeline_stages=2	20	ok	1.85	-1.57	0.05	1.85	0.66		
fpadd	exp_bits=5;mantissa_bits=2;pipeline_stages=3	16	ok	1.26	-0.99	0.04	1.26	0.12		
fpadd	exp_bits=8;mantissa_bits=7;pipeline_stages=2	5	ok	0.82	-0.54	0.02	0.82	0.24		
fpadd	exp_bits=8;mantissa_bits=7;pipeline_stages=2	7	ok	0.83	-0.55	0.02	0.83	0.26		
fpadd	exp_bits=5;mantissa_bits=2;pipeline_stages=5	10	ok	0.75	-0.46	0.02	0.75	0.06		
fpadd	exp_bits=5;mantissa_bits=2;pipeline_stages=5	16	ok	1.28	-1.02	0.04	1.28	0.12		
fpadd	exp_bits=5;mantissa_bits=2;pipeline_stages=3	20	ok	1.82	-1.56	0.05	1.82	0.17		
fpadd	exp_bits=8;mantissa_bits=7;pipeline_stages=3	5	ok	0.82	-0.54	0.02	0.82	0.05		
fpadd	exp_bits=5;mantissa_bits=2;pipeline_stages=5	20	ok	1.78	-1.53	0.05	1.78	0.17		
fpadd	exp_bits=5;mantissa_bits=10;pipeline_stages=2	10	ok	1.05	-0.76	0.02	1.05	0.29		
fpadd	exp_bits=5;mantissa_bits=10;pipeline_stages=2	20	ok	2.49	-2.22	0.05	2.49	0.66		
fpadd	exp_bits=8;mantissa_bits=7;pipeline_stages=3	7	ok	0.83	-0.55	0.02	0.83	0.05		
fpadd	exp_bits=5;mantissa_bits=10;pipeline_stages=3	10	ok	1.04	-0.75	0.02	1.04	0.06		
fpadd	exp_bits=5;mantissa_bits=10;pipeline_stages=3	16	ok	1.72	-1.45	0.04	1.72	0.12		
fpadd	exp_bits=8;mantissa_bits=7;pipeline_stages=5	5	ok	0.81	-0.53	0.02	0.81	0.05		
fpadd	exp_bits=5;mantissa_bits=10;pipeline_stages=2	16	ok	1.74	-1.48	0.04	1.74	0.46		
fpadd	exp_bits=8;mantissa_bits=7;pipeline_stages=5	7	ok	0.83	-0.55	0.02	0.83	0.05		
fpadd	exp_bits=5;mantissa_bits=10;pipeline_stages=5	10	ok	1.04	-0.76	0.02	1.04	0.06		
fpadd	exp_bits=8;mantissa_bits=10;pipeline_stages=2	7	ok	0.89	-0.61	0.02	0.89	0.26		
fpadd	exp_bits=5;mantissa_bits=10;pipeline_stages=3	20	ok	2.45	-2.19	0.05	2.45	0.17		
fpadd	exp_bits=5;mantissa_bits=10;pipeline_stages=5	16	ok	1.71	-1.45	0.04	1.71	0.12		
fpadd	exp_bits=8;mantissa_bits=10;pipeline_stages=2	5	ok	0.87	-0.59	0.02	0.87	0.24		
fpadd	exp_bits=8;mantissa_bits=10;pipeline_stages=3	5	ok	0.88	-0.60	0.02	0.88	0.05		
fpadd	exp_bits=8;mantissa_bits=10;pipeline_stages=3	7	ok	0.89	-0.60	0.02	0.89	0.05		
fpadd	exp_bits=8;mantissa_bits=7;pipeline_stages=2	10	ok	0.99	-0.71	0.02	0.99	0.06		
fpadd	exp_bits=8;mantissa_bits=7;pipeline_stages=2	16	ok	1.78	-1.51	0.04	1.78	0.46		
fpadd	exp_bits=5;mantissa_bits=10;pipeline_stages=5	20	ok	2.42	-2.16	0.05	2.42	0.17		
fpadd	exp_bits=8;mantissa_bits=10;pipeline_stages=5	5	ok	0.87	-0.59	0.02	0.87	0.05		
fpadd	exp_bits=8;mantissa_bits=7;pipeline_stages=2	20	ok	2.49	-2.23	0.05	2.49	0.66		
fpadd	exp_bits=8;mantissa_bits=10;pipeline_stages=5	7	ok	0.90	-0.62	0.02	0.9	0.05		
fpadd	exp_bits=8;mantissa_bits=7;pipeline_stages=3	20	ok	2.48	-2.22	0.05	2.48	0.17		
fpadd	exp_bits=8;mantissa_bits=7;pipeline_stages=3	10	ok	0.99	-0.70	0.02	0.99	0.06		
fpadd	exp_bits=8;mantissa_bits=7;pipeline_stages=5	10	ok	0.98	-0.70	0.02	0.98	0.06		
fpadd	exp_bits=8;mantissa_bits=7;pipeline_stages=3	16	ok	1.74	-1.48	0.04	1.74	0.12		
fpadd	exp_bits=8;mantissa_bits=7;pipeline_stages=5	16	ok	1.79	-1.52	0.04	1.79	0.12		
fpadd	exp_bits=8;mantissa_bits=23;pipeline_stages=2	5	ok	1.11	-0.82	0.02	1.11	0.24		
fpadd	exp_bits=8;mantissa_bits=23;pipeline_stages=2	7	ok	1.10	-0.82	0.02	1.1	0.26		
fpadd	exp_bits=8;mantissa_bits=10;pipeline_stages=2	16	ok	1.84	-1.58	0.04	1.84	0.46		
fpadd	exp_bits=8;mantissa_bits=7;pipeline_stages=5	20	ok	2.46	-2.19	0.05	2.46	0.17		
fpadd	exp_bits=8;mantissa_bits=10;pipeline_stages=2	10	ok	1.05	-0.77	0.02	1.05	0.29		
fpadd	exp_bits=8;mantissa_bits=10;pipeline_stages=3	10	ok	1.05	-0.76	0.02	1.05	0.06		
fpadd	exp_bits=8;mantissa_bits=10;pipeline_stages=3	16	ok	1.83	-1.57	0.04	1.83	0.12		
fpadd	exp_bits=8;mantissa_bits=23;pipeline_stages=3	7	ok	1.13	-0.84	0.02	1.13	0.05		
fpadd	exp_bits=8;mantissa_bits=10;pipeline_stages=2	20	ok	2.43	-2.18	0.05	2.43	0.66		
fpadd	exp_bits=8;mantissa_bits=23;pipeline_stages=5	5	ok	1.10	-0.81	0.02	1.1	0.05		
fpadd	exp_bits=8;mantissa_bits=23;pipeline_stages=3	5	ok	1.13	-0.84	0.02	1.13	0.05		
fpadd	exp_bits=8;mantissa_bits=23;pipeline_stages=5	7	ok	1.13	-0.85	0.02	1.13	0.05		
fpadd	exp_bits=8;mantissa_bits=10;pipeline_stages=3	20	ok	2.50	-2.25	0.05	2.5	0.17		
fpadd	exp_bits=8;mantissa_bits=10;pipeline_stages=5	10	ok	1.05	-0.77	0.02	1.05	0.06		
fpadd	exp_bits=8;mantissa_bits=10;pipeline_stages=5	20	ok	2.52	-2.27	0.05	2.52	0.17		
fpadd	exp_bits=8;mantissa_bits=10;pipeline_stages=5	16	ok	1.83	-1.56	0.04	1.83	0.12		
fpadd	exp_bits=8;mantissa_bits=23;pipeline_stages=2	10	ok	1.31	-1.03	0.02	1.31	0.29		
fpadd	exp_bits=3;mantissa_bits=2;pipeline_stages=2	5	ok	0.55	-0.27	0.02	0.55	0.24		
fpadd	exp_bits=8;mantissa_bits=23;pipeline_stages=2	16	ok	2.23	-1.94	0.04	2.23	0.46		
fpadd	exp_bits=11;mantissa_bits=52;pipeline_stages=2	5	ok	1.29	-1.00	0.02	1.29	0.24		
fpadd	exp_bits=3;mantissa_bits=2;pipeline_stages=2	7	ok	0.55	-0.27	0.02	0.55	0.26		
fpadd	exp_bits=8;mantissa_bits=23;pipeline_stages=3	10	ok	1.32	-1.04	0.02	1.32	0.06		
fpadd	exp_bits=8;mantissa_bits=23;pipeline_stages=3	16	ok	2.22	-1.95	0.04	2.22	0.12		
fpadd	exp_bits=8;mantissa_bits=23;pipeline_stages=2	20	ok	3.09	-2.80	0.05	3.09	0.66		
fpadd	exp_bits=8;mantissa_bits=23;pipeline_stages=5	16	ok	2.23	-1.94	0.04	2.23	0.12		
fpadd	exp_bits=8;mantissa_bits=23;pipeline_stages=5	10	ok	1.31	-1.02	0.02	1.31	0.06		
fpadd	exp_bits=11;mantissa_bits=52;pipeline_stages=2	7	ok	1.31	-1.03	0.02	1.31	0.26		
fpadd	exp_bits=8;mantissa_bits=23;pipeline_stages=3	20	ok	3.06	-2.80	0.05	3.06	0.17		
fpadd	exp_bits=8;mantissa_bits=23;pipeline_stages=5	20	ok	3.14	-2.85	0.05	3.14	0.17		
fpadd	exp_bits=3;mantissa_bits=2;pipeline_stages=5	5	ok	0.56	-0.28	0.02	0.56	0.05		
fpadd	exp_bits=3;mantissa_bits=2;pipeline_stages=3	5	ok	0.56	-0.27	0.02	0.56	0.05		
fpadd	exp_bits=11;mantissa_bits=52;pipeline_stages=3	5	ok	1.30	-1.01	0.02	1.3	0.05		
fpadd	exp_bits=3;mantissa_bits=2;pipeline_stages=3	7	ok	0.55	-0.26	0.02	0.55	0.05		
fpadd	exp_bits=11;mantissa_bits=52;pipeline_stages=3	7	ok	1.31	-1.03	0.02	1.31	0.05		
fpadd	exp_bits=11;mantissa_bits=52;pipeline_stages=5	7	ok	1.32	-1.03	0.02	1.32	0.05		
fpadd	exp_bits=11;mantissa_bits=52;pipeline_stages=5	5	ok	1.30	-1.01	0.02	1.3	0.05		
fpadd	exp_bits=3;mantissa_bits=2;pipeline_stages=2	16	ok	1.11	-0.84	0.04	1.11	0.46		
fpadd	exp_bits=3;mantissa_bits=2;pipeline_stages=2	10	ok	0.64	-0.36	0.02	0.64	0.29		
fpadd	exp_bits=11;mantissa_bits=52;pipeline_stages=2	10	ok	1.56	-1.26	0.02	1.56	0.29		
fpadd	exp_bits=3;mantissa_bits=2;pipeline_stages=5	7	ok	0.55	-0.26	0.02	0.55	0.05		
fpadd	exp_bits=11;mantissa_bits=52;pipeline_stages=3	10	ok	1.57	-1.28	0.02	1.57	0.06		
fpadd	exp_bits=11;mantissa_bits=52;pipeline_stages=2	16	ok	2.72	-2.44	0.04	2.72	0.46		
fpadd	exp_bits=3;mantissa_bits=2;pipeline_stages=2	20	ok	1.47	-1.21	0.05	1.47	0.66		
fpadd	exp_bits=4;mantissa_bits=6;pipeline_stages=3	5	ok	0.77	-0.49	0.02	0.77	0.05		
fpadd	exp_bits=11;mantissa_bits=52;pipeline_stages=2	20	ok	3.61	-3.33	0.05	3.61	0.66		
fpadd	exp_bits=4;mantissa_bits=6;pipeline_stages=2	5	ok	0.77	-0.48	0.02	0.77	0.24		
fpadd	exp_bits=4;mantissa_bits=6;pipeline_stages=5	5	ok	0.79	-0.50	0.02	0.79	0.05		
fpadd	exp_bits=4;mantissa_bits=6;pipeline_stages=2	7	ok	0.76	-0.47	0.02	0.76	0.26		
fpadd	exp_bits=11;mantissa_bits=52;pipeline_stages=3	16	ok	2.73	-2.44	0.04	2.73	0.12		
fpadd	exp_bits=11;mantissa_bits=52;pipeline_stages=5	10	ok	1.59	-1.30	0.02	1.59	0.06		
fpadd	exp_bits=3;mantissa_bits=2;pipeline_stages=3	16	ok	1.17	-0.89	0.04	1.17	0.12		
fpadd	exp_bits=4;mantissa_bits=6;pipeline_stages=5	7	ok	0.76	-0.48	0.02	0.76	0.05		
fpadd	exp_bits=11;mantissa_bits=52;pipeline_stages=5	16	ok	2.70	-2.42	0.04	2.7	0.12		
fpadd	exp_bits=6;mantissa_bits=5;pipeline_stages=2	5	ok	0.76	-0.47	0.02	0.76	0.24		
fpadd	exp_bits=4;mantissa_bits=6;pipeline_stages=3	7	ok	0.76	-0.48	0.02	0.76	0.05		
fpadd	exp_bits=3;mantissa_bits=2;pipeline_stages=3	10	ok	0.65	-0.37	0.02	0.65	0.06		
fpadd	exp_bits=3;mantissa_bits=2;pipeline_stages=5	10	ok	0.64	-0.36	0.02	0.64	0.06		
fpadd	exp_bits=6;mantissa_bits=5;pipeline_stages=2	7	ok	0.78	-0.49	0.02	0.78	0.26		
fpadd	exp_bits=4;mantissa_bits=6;pipeline_stages=2	10	ok	0.94	-0.65	0.02	0.94	0.29		
fpadd	exp_bits=3;mantissa_bits=2;pipeline_stages=5	16	ok	1.13	-0.86	0.04	1.13	0.12		
fpadd	exp_bits=11;mantissa_bits=52;pipeline_stages=3	20	ok	3.62	-3.36	0.05	3.62	0.17		
fpadd	exp_bits=3;mantissa_bits=2;pipeline_stages=3	20	ok	1.50	-1.24	0.05	1.5	0.17		
fpadd	exp_bits=3;mantissa_bits=2;pipeline_stages=5	20	ok	1.49	-1.22	0.05	1.49	0.17		
fpadd	exp_bits=11;mantissa_bits=52;pipeline_stages=5	20	ok	3.61	-3.33	0.05	3.61	0.17		
fpadd	exp_bits=6;mantissa_bits=5;pipeline_stages=5	5	ok	0.72	-0.44	0.02	0.72	0.05		
fpadd	exp_bits=6;mantissa_bits=5;pipeline_stages=3	5	ok	0.75	-0.47	0.02	0.75	0.05		
fpadd	exp_bits=6;mantissa_bits=5;pipeline_stages=3	7	ok	0.78	-0.50	0.02	0.78	0.05		
fpadd	exp_bits=4;mantissa_bits=6;pipeline_stages=2	16	ok	1.64	-1.37	0.04	1.64	0.46		
fpadd	exp_bits=4;mantissa_bits=6;pipeline_stages=3	10	ok	0.93	-0.65	0.02	0.93	0.06		
fpadd	exp_bits=4;mantissa_bits=6;pipeline_stages=3	16	ok	1.59	-1.32	0.04	1.59	0.12		
fpadd	exp_bits=6;mantissa_bits=12;pipeline_stages=2	5	ok	0.91	-0.63	0.02	0.91	0.24		
fpadd	exp_bits=6;mantissa_bits=5;pipeline_stages=5	7	ok	0.79	-0.50	0.02	0.79	0.05		
fpadd	exp_bits=4;mantissa_bits=6;pipeline_stages=5	16	ok	1.60	-1.32	0.04	1.6	0.12		
fpadd	exp_bits=4;mantissa_bits=6;pipeline_stages=5	10	ok	0.94	-0.66	0.02	0.94	0.06		
fpadd	exp_bits=6;mantissa_bits=12;pipeline_stages=2	7	ok	0.94	-0.66	0.02	0.94	0.26		
fpadd	exp_bits=6;mantissa_bits=5;pipeline_stages=2	10	ok	0.94	-0.66	0.02	0.94	0.29		
fpadd	exp_bits=6;mantissa_bits=12;pipeline_stages=3	5	ok	0.92	-0.64	0.02	0.92	0.05		
fpadd	exp_bits=6;mantissa_bits=12;pipeline_stages=3	7	ok	0.94	-0.65	0.02	0.94	0.05		
fpadd	exp_bits=6;mantissa_bits=5;pipeline_stages=3	10	ok	0.94	-0.65	0.02	0.94	0.06		
fpadd	exp_bits=4;mantissa_bits=6;pipeline_stages=2	20	ok	2.14	-1.87	0.05	2.14	0.66		
fpadd	exp_bits=6;mantissa_bits=5;pipeline_stages=2	16	ok	1.61	-1.34	0.04	1.61	0.13		
fpadd	exp_bits=4;mantissa_bits=6;pipeline_stages=3	20	ok	2.16	-1.90	0.05	2.16	0.17		
fpadd	exp_bits=4;mantissa_bits=6;pipeline_stages=5	20	ok	2.13	-1.85	0.05	2.13	0.17		
fpadd	exp_bits=6;mantissa_bits=5;pipeline_stages=2	20	ok	2.12	-1.88	0.05	2.12	0.19		
fpadd	exp_bits=6;mantissa_bits=5;pipeline_stages=3	16	ok	1.59	-1.32	0.04	1.59	0.12		
fpadd	exp_bits=6;mantissa_bits=5;pipeline_stages=5	10	ok	0.93	-0.65	0.02	0.93	0.06		
fpadd	exp_bits=6;mantissa_bits=12;pipeline_stages=5	5	ok	0.92	-0.63	0.02	0.92	0.05		
fpadd	exp_bits=7;mantissa_bits=15;pipeline_stages=2	5	ok	1.03	-0.74	0.02	1.03	0.24		
fpadd	exp_bits=6;mantissa_bits=12;pipeline_stages=5	7	ok	0.91	-0.63	0.02	0.91	0.05		
fpadd	exp_bits=6;mantissa_bits=5;pipeline_stages=5	16	ok	1.58	-1.31	0.04	1.58	0.12		
fpadd	exp_bits=7;mantissa_bits=15;pipeline_stages=3	5	ok	1.01	-0.72	0.02	1.01	0.05		
fpadd	exp_bits=6;mantissa_bits=12;pipeline_stages=2	16	ok	1.83	-1.57	0.04	1.83	0.46		
fpadd	exp_bits=6;mantissa_bits=12;pipeline_stages=2	10	ok	1.08	-0.80	0.02	1.08	0.06		
fpadd	exp_bits=7;mantissa_bits=15;pipeline_stages=2	7	ok	1.00	-0.71	0.02	1	0.26		
fpadd	exp_bits=7;mantissa_bits=15;pipeline_stages=3	7	ok	1.01	-0.72	0.02	1.01	0.05		
fpadd	exp_bits=6;mantissa_bits=12;pipeline_stages=3	10	ok	1.08	-0.80	0.02	1.08	0.06		
fpadd	exp_bits=7;mantissa_bits=15;pipeline_stages=5	5	ok	1.01	-0.73	0.02	1.01	0.05		
fpadd	exp_bits=6;mantissa_bits=5;pipeline_stages=3	20	ok	2.16	-1.90	0.05	2.16	0.17		
fpadd	exp_bits=6;mantissa_bits=12;pipeline_stages=5	10	ok	1.07	-0.79	0.02	1.07	0.06		
fpadd	exp_bits=6;mantissa_bits=5;pipeline_stages=5	20	ok	2.12	-1.86	0.05	2.12	0.17		
fpadd	exp_bits=7;mantissa_bits=15;pipeline_stages=5	7	ok	1.00	-0.72	0.02	1	0.05		
fpadd	exp_bits=6;mantissa_bits=12;pipeline_stages=3	16	ok	1.85	-1.59	0.04	1.85	0.12		
fpadd	exp_bits=6;mantissa_bits=12;pipeline_stages=2	20	ok	2.57	-2.31	0.05	2.57	0.17		
fpadd	exp_bits=6;mantissa_bits=12;pipeline_stages=3	20	ok	2.55	-2.29	0.05	2.55	0.17		
fpadd	exp_bits=6;mantissa_bits=12;pipeline_stages=5	16	ok	1.85	-1.58	0.04	1.85	0.12		
fpadd	exp_bits=7;mantissa_bits=15;pipeline_stages=2	10	ok	1.21	-0.92	0.02	1.21	0.29		
fpadd	exp_bits=7;mantissa_bits=15;pipeline_stages=2	16	ok	2.14	-1.85	0.04	2.14	0.46		
fpadd	exp_bits=9;mantissa_bits=31;pipeline_stages=3	5	ok	1.20	-0.92	0.02	1.2	0.05		
fpadd	exp_bits=9;mantissa_bits=31;pipeline_stages=2	5	ok	1.19	-0.90	0.02	1.19	0.24		
fpadd	exp_bits=7;mantissa_bits=15;pipeline_stages=3	10	ok	1.23	-0.94	0.02	1.23	0.06		
fpadd	exp_bits=7;mantissa_bits=15;pipeline_stages=3	16	ok	2.13	-1.84	0.04	2.13	0.12		
fpadd	exp_bits=7;mantissa_bits=15;pipeline_stages=5	10	ok	1.23	-0.94	0.02	1.23	0.06		
fpadd	exp_bits=9;mantissa_bits=31;pipeline_stages=2	7	ok	1.19	-0.91	0.02	1.19	0.26		
fpadd	exp_bits=9;mantissa_bits=31;pipeline_stages=5	5	ok	1.19	-0.90	0.02	1.19	0.05		
fpadd	exp_bits=6;mantissa_bits=12;pipeline_stages=5	20	ok	2.57	-2.31	0.05	2.57	0.17		
fpadd	exp_bits=7;mantissa_bits=15;pipeline_stages=2	20	ok	2.89	-2.60	0.05	2.89	0.19		
fpadd	exp_bits=7;mantissa_bits=15;pipeline_stages=5	16	ok	2.07	-1.80	0.04	2.07	0.12		
fpadd	exp_bits=7;mantissa_bits=15;pipeline_stages=3	20	ok	2.87	-2.61	0.05	2.87	0.17		
fpadd	exp_bits=9;mantissa_bits=31;pipeline_stages=5	7	ok	1.19	-0.91	0.02	1.19	0.05		
fpadd	exp_bits=10;mantissa_bits=40;pipeline_stages=2	5	ok	1.28	-1.00	0.02	1.28	0.24		
fpadd	exp_bits=9;mantissa_bits=31;pipeline_stages=3	7	ok	1.19	-0.91	0.02	1.19	0.05		
fpadd	exp_bits=10;mantissa_bits=40;pipeline_stages=2	7	ok	1.26	-0.98	0.02	1.26	0.26		
fpadd	exp_bits=9;mantissa_bits=31;pipeline_stages=2	10	ok	1.41	-1.12	0.02	1.41	0.29		
fpadd	exp_bits=7;mantissa_bits=15;pipeline_stages=5	20	ok	2.82	-2.56	0.05	2.82	0.17		
fpadd	exp_bits=9;mantissa_bits=31;pipeline_stages=2	16	ok	2.45	-2.18	0.04	2.45	0.46		
fpadd	exp_bits=9;mantissa_bits=31;pipeline_stages=3	16	ok	2.43	-2.16	0.04	2.43	0.12		
fpadd	exp_bits=9;mantissa_bits=31;pipeline_stages=3	10	ok	1.38	-1.09	0.02	1.38	0.06		
fpadd	exp_bits=9;mantissa_bits=31;pipeline_stages=5	10	ok	1.39	-1.10	0.02	1.39	0.06		
fpadd	exp_bits=10;mantissa_bits=40;pipeline_stages=3	5	ok	1.28	-0.99	0.02	1.28	0.05		
fpadd	exp_bits=9;mantissa_bits=31;pipeline_stages=5	16	ok	2.45	-2.16	0.04	2.45	0.12		
fpadd	exp_bits=10;mantissa_bits=40;pipeline_stages=5	5	ok	1.27	-0.98	0.02	1.27	0.05		
fpadd	exp_bits=10;mantissa_bits=40;pipeline_stages=3	7	ok	1.25	-0.97	0.02	1.25	0.05		
fpadd	exp_bits=10;mantissa_bits=40;pipeline_stages=2	10	ok	1.49	-1.20	0.02	1.49	0.29		
fpadd	exp_bits=9;mantissa_bits=31;pipeline_stages=2	20	ok	3.31	-3.02	0.05	3.31	0.66		
fpadd	exp_bits=9;mantissa_bits=31;pipeline_stages=3	20	ok	3.31	-3.02	0.05	3.31	0.17		
fpadd	exp_bits=10;mantissa_bits=40;pipeline_stages=5	7	ok	1.25	-0.97	0.02	1.25	0.05		
fpadd	exp_bits=9;mantissa_bits=31;pipeline_stages=5	20	ok	3.36	-3.07	0.05	3.36	0.17		
fpadd	exp_bits=10;mantissa_bits=40;pipeline_stages=2	16	ok	2.61	-2.32	0.04	2.61	0.46		
fpadd	exp_bits=10;mantissa_bits=40;pipeline_stages=3	16	ok	2.59	-2.31	0.04	2.59	0.12		
fpadd	exp_bits=12;mantissa_bits=64;pipeline_stages=2	5	ok	1.37	-1.09	0.02	1.37	0.24		
fpadd	exp_bits=10;mantissa_bits=40;pipeline_stages=5	16	ok	2.57	-2.30	0.04	2.57	0.12		
fpmul	exp_bits=4;mantissa_bits=3;pipeline_stages=2	5	ok	0.51	-0.23	0.02	0.51	0.24		
fpadd	exp_bits=10;mantissa_bits=40;pipeline_stages=3	10	ok	1.48	-1.20	0.02	1.48	0.06		
fpadd	exp_bits=10;mantissa_bits=40;pipeline_stages=5	10	ok	1.48	-1.19	0.02	1.48	0.06		
fpadd	exp_bits=10;mantissa_bits=40;pipeline_stages=2	20	ok	3.49	-3.20	0.05	3.49	0.66		
fpadd	exp_bits=12;mantissa_bits=64;pipeline_stages=3	5	ok	1.39	-1.10	0.02	1.39	0.05		
fpadd	exp_bits=12;mantissa_bits=64;pipeline_stages=2	7	ok	1.39	-1.11	0.02	1.39	0.26		
fpadd	exp_bits=12;mantissa_bits=64;pipeline_stages=3	7	ok	1.39	-1.10	0.02	1.39	0.05		
fpmul	exp_bits=4;mantissa_bits=3;pipeline_stages=2	7	ok	0.56	-0.28	0.02	0.56	0.26		
fpmul	exp_bits=4;mantissa_bits=3;pipeline_stages=3	5	ok	0.52	-0.23	0.02	0.52	0.05		
fpmul	exp_bits=4;mantissa_bits=3;pipeline_stages=5	5	ok	0.50	-0.22	0.02	0.5	0.05		
fpmul	exp_bits=4;mantissa_bits=3;pipeline_stages=2	10	ok	0.66	-0.38	0.02	0.66	0.29		
